,tokens,tags,ner_tags_str,len
2061,"['Amplats' 'said' 'it' 'was' 'still' 'weighing' 'up' 'options' 'on'
 'whether' 'to' 'separately' 'list' 'Union' 'and' 'Rustenburg' 'mines' ','
 'which' 'are' 'not' 'part' 'of' 'the' 'company' ""'s"" 'recently'
 'announced' 'overhaul' 'that' 'included' 'possible' 'job' 'cuts' '.']",[5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'
 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",35
2062,"['""' 'We' 'are' 'still' 'working' 'on' 'both' 'options' ',' 'an' 'IPO' '('
 'initial' 'public' 'offering' ')' 'and' 'a' 'potential' 'sale' 'for'
 'the' 'disposal' 'of' 'Union' 'and' 'Rustenburg' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-LOC' 'O']",28
2063,"['An' 'IPO' 'is' 'the' 'most' 'likely' 'option' ',' '""' 'spokeswoman'
 'Mpumi' 'Sithole' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O'],14
2064,"['Union' 'Resources' ',' 'a' 'consortium' 'formed' 'in' '2013' 'for' 'the'
 'sole' 'purpose' 'of' 'acquiring' 'the' 'mine' ',' 'had' 'offered'
 'around' '$' '240' 'million' 'for' 'the' 'Union' 'mine' 'and' 'Amplat'
 's' ""'"" 'stake' 'in' 'nearby' 'Masa' 'Chrome' 'Enterprise' 'smelter' ','
 'a' 'document' 'seen' 'by' 'Reuters' 'showed' '.']","[5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 5 0 0 0 0 0 5 6 6
 0 0 0 0 0 0 5 0 0]","['B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-ORG' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O']",46
2065,"['When' 'asked' 'about' 'the' 'offer' 'price' 'Bokaba' 'said' ':' '""' 'We'
 ""'ve"" 'done' 'a' 'due' 'diligence' 'but' 'that' ""'s"" 'not' 'the' 'price'
 'we' 'want' 'to' 'pay' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2066,"['Maybe' 'that' ""'s"" 'what' 'Anglo' 'wants' 'for' 'the' 'asset' 'but'
 'that' 'mine' 'is' 'not' 'worth' '3' 'billion' 'rand' '(' '$' '239.35'
 'million' ')' '.' '""']",[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2067,"['One' 'banker' 'familiar' 'with' 'the' 'situation' 'said' 'Union'
 'Resources' 'might' 'have' 'taken' 'Amplats' ""'"" 'stake' 'in' 'the'
 'smelter' 'off' 'its' 'shopping' 'list' '.']",[0 0 0 0 0 0 0 5 6 0 0 0 5 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'B-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",23
2068,"['Excluding' 'Amplats' ""'s"" 'stake' 'in' 'the' 'smelter' ',' 'Union'
 'Resources' 'bid' 'values' 'the' 'mine' 'at' 'around' '2' 'billion'
 'rand' ',' 'according' 'to' 'the' 'document' ',' 'which' 'was' 'dated'
 'April' '10' '.']",[0 5 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
2069,"['Union' 'Resources' 'is' 'advised' 'by' 'Nedbank' 'Capital' ',' 'the'
 'investment' 'banking' 'arm' 'of' 'South' 'African' 'lender' 'Nedbank'
 ',' 'which' 'would' 'provide' '750' 'million' 'rand' 'funding' 'for'
 'the' 'transaction' ',' 'the' 'document' 'seen' 'by' 'Reuters' 'showed'
 '.']",[5 6 0 0 0 5 6 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0],"['B-ORG' 'I-ORG' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'O' 'O']",36
2070,"['Nedbank' 'did' 'not' 'immediately' 'respond' 'to' 'a' 'Reuters'
 'request' 'to' 'comment' '.']",[5 0 0 0 0 0 0 5 0 0 0 0],['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O'],12
2071,"['A' '15' 'percent' 'stake' 'in' 'the' 'Union' 'mine' 'is' 'owned' 'by'
 'Bakgatla' '-' 'ba' '-' 'Kgafela' ',' 'a' 'tribal' 'community' 'on'
 'whose' 'land' 'the' 'mine' 'is' 'located' '.']",[0 0 0 0 0 0 5 0 0 0 0 5 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG'
 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
2072,"['The' 'rest' 'of' 'the' 'smelter' 'is' 'held' 'by' 'unlisted'
 'investment' 'firm' 'Siyanda' 'Resources' '.']",[0 0 0 0 0 0 0 0 0 0 0 5 6 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O'],14
2073,"['(' '$' '1' '=' '12.5338' 'rand' ')' '(' 'Editing' 'by' 'James'
 'Macharia' 'and' 'Jane' 'Merriman' ')']",[0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-PER'
 'I-PER' 'O']",16
2074,"['NEW' 'DELHI' ':' 'Finance' 'Minister' 'Arun' 'Jaitley' 'today' 'said'
 'consolidation' 'of' 'weaker' 'state' '-' 'run' 'banks' 'with' 'stronger'
 'ones' 'will' 'be' 'the' 'next' 'step' 'if' 'some' 'of' 'the' 'lenders'
 'continue' 'to' 'remain' 'fragile' 'despite' 'steps' 'to' 'strengthen'
 'them' '.']","[3 4 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['B-LOC' 'I-LOC' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",39
2075,"['Speaking' 'at' 'an' 'event' 'organised' 'by' 'The' 'Economist' 'here'
 ',' 'Jaitley' 'also' 'said' 'that' 'though' 'non-performing' 'assets' '('
 'NPAs' ')' 'in' 'the' 'banking' 'sector' 'was' 'a' 'cause' 'of' 'concern'
 ',' 'there' 'was' 'no' 'ground' 'to' '""' 'panic' '""' '.']","[0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",39
2076,"['He' 'said' 'the' 'government' 'was' 'taking' 'steps' 'to' 'strengthen'
 'the' 'public' 'sector' 'banks' 'and' 'highlighted' 'the' 'measures' ','
 'like' 'capital' 'infusion' 'and' 'hiring' 'of' 'professionals' ','
 'including' 'from' 'private' 'sector' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
2077,"['Bringing' 'down' 'government' 'stakes' 'in' 'these' 'banks' 'to' '52'
 'per' 'cent' 'would' 'further' 'augment' 'their' 'capital' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2078,"['The' 'government' ""'s"" 'first' 'objective' 'was' 'to' 'strengthen'
 'fragile' 'public' 'sector' 'banks' '(' 'PSBs' ')' ',' 'he' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",19
2079,"['""' 'After' 'this' '(' 'measures' ')' 'if' 'there' 'is' 'a' 'fragile'
 'bank' 'we' 'are' 'looking' 'at' 'consolidation' 'with' 'stronger'
 'banks' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",21
2080,"['So' 'it' ""'s"" 'not' 'that' 'banks' 'do' ""n't"" 'get' 'a' 'priority' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2081,"['In' 'fact' ',' 'after' 'inheriting' 'the' 'banks' 'in' 'a' 'fragile'
 'situation' ',' 'we' 'are' 'systematically' 'trying' 'to' 'address'
 'each' 'of' 'these' 'problems' ',' '""' 'Jaitley' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O']",27
2082,"['On' 'NPAs' ',' 'he' 'said' ':' '""' 'It' 'is' '(' 'banking' 'system' ')'
 'a' 'matter' 'of' 'concern' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18
2083,"['It' ""'s"" 'not' 'the' 'main' 'worry' '.']",[0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O'],7
2084,['There' 'is' 'no' 'ground' 'to' 'panic' '.'],[0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O'],7
2085,"['The' 'banking' 'system' 'that' 'we' 'inherited' 'primarily' ',' 'the'
 'public' 'sector' 'banks' ',' 'was' 'actually' 'very' 'challenging' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18
2086,"['""' 'When' 'the' 'economy' 'slowed' 'down' ',' 'and' 'when' 'you'
 'inherit' 'the' 'economy' 'at' 'sub' '-' '5' 'per' 'cent' 'level' ','
 'it' 'has' 'an' 'impact' 'on' 'the' 'banking' 'system' 'as' 'well' '...'
 'primarily' 'three' 'or' 'four' 'sectors' '...' '(' 'have' ')' 'added'
 'to' 'the' 'NPAs' 'of' 'the' 'public' 'sector' 'banks' ',' '""' 'he'
 'said' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",55
2087,"['He' 'said' 'the' 'NPA' 'was' 'mainly' 'in' 'sectors' 'like' 'highways'
 ',' 'steel' ',' 'state' 'discoms' 'and' 'textiles' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],18
2088,"['Jaitley' 'further' 'said' 'the' 'government' 'has' 'addressed' 'the'
 'highway' 'issue' 'in' 'a' '""' 'big' 'manner' '""' ',' 'large'
 'investment' 'is' 'going' 'in' 'highways' 'and' 'it' 'has' '""' 'started'
 'moving' '""' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",31
2089,"['""' 'As' 'far' 'as' 'the' 'discoms' 'are' 'concerned' ',' 'I' 'am' 'in'
 'touch' 'with' 'each' 'of' 'the' 'states' 'where' 'the' 'discoms' 'need'
 'to' 'be' 'reformed' ',' '""' 'he' 'said' ',' 'adding' 'government' 'was'
 'looking' 'at' 'more' 'steps' 'to' 'check' 'dumping' 'of' 'steel' 'in'
 'the' 'country' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",46
2090,"['Gross' 'NPAs' 'of' 'the' 'state' '-' 'run' 'banks' 'at' 'the' 'end' 'of'
 'March' 'quarter' 'stood' 'at' '5.2' 'per' 'cent' 'compared' 'with'
 '5.63' 'per' 'cent' 'in' 'December' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2091,"['Out' 'of' 'Rs' '1.80' 'lakh' 'crore' 'capital' 'requirement' 'estimated'
 'by' 'the' 'Finance' 'Ministry' 'for' 'state' '-' 'run' 'banks' ',' 'the'
 'government' 'would' 'be' 'providing' 'Rs' '70,000' 'crore' '--']",[0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
2092,"['Rs' '25,000' 'crore' 'each' 'in' 'the' 'current' 'and' 'the' 'next'
 'fiscal' ',' 'and' 'Rs' '10,000' 'crore' 'each' 'in' '2017' '-' '18'
 'and' '2018' '-' '19' 'fiscal' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2093,"['Tip' ':' 'Use' 'comma' '(' ',' ')' 'to' 'separate' 'multiple' 'quotes'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2094,['Learn' 'more' '...'],[0 0 0],['O' 'O' 'O'],3
2095,"['Tue' ',' 'Sep' '1' ',' '2015' ',' '09:41' 'BST' '-' 'UK']",[0 0 0 0 0 0 0 0 0 0 5],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG'],11
2096,"['Markets' 'close' 'in' '6' 'hrs' '49' 'mins' 'Springer' ',' 'Samsung'
 'to' 'partner' 'in' 'mobile' 'media' 'Reuters' '–' '11' 'minutes' 'ago'
 '53.19' '-' '0.78' 'FRANKFURT' '(' 'Reuters' ')' '-' 'Bild' 'tabloid'
 'publisher' 'Axel' 'Springer' 'and' 'Korean' 'electronics' 'group'
 'Samsung' 'announced' 'a' 'partnership' 'in' 'mobile' 'media' 'including'
 'news' '.']","[6 0 0 0 0 0 0 5 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 3 0 5 0 0 5 0 0 5 6 0 0 0 0
 5 0 0 0 0 0 0 0 0 0]","['I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-ORG' 'O' 'O' 'B-ORG'
 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",47
2097,"['The' 'two' 'companies' 'said' 'on' 'Tuesday' 'they' 'would'
 'collaborate' 'to' 'produce' 'digital' 'media' 'exclusively' 'for'
 'Samsung' 'customers' ',' 'beginning' 'with' 'a' 'news' 'platform' 'in'
 'Germany' 'and' 'Poland' 'that' 'will' 'be' 'rolled' 'out' 'in' 'other'
 'European' 'markets' 'next' 'year' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']",39
2098,"['Newspaper' 'publisher' 'Springer' ',' 'which' 'owns' 'several'
 'publications' 'in' 'Poland' ',' 'now' 'makes' 'about' 'two' 'thirds'
 'of' 'its' 'sales' 'and' 'three' 'quarters' 'of' 'its' 'core' 'profit'
 'from' 'digital' 'offerings' '.']",[0 0 5 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",30
2099,"['(' 'Reporting' 'by' 'Georgina' 'Prodhan' ';' 'Editing' 'by' 'Maria'
 'Sheahan' ')']",[0 0 0 1 2 0 0 0 1 2 0],['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'],11
2100,"['Tax' 'cuts' ',' 'pensions' ',' 'childcare' ',' 'online' 'accounts' 'and'
 'beer' 'duty' ',' 'here' ""'s"" '…' 'Related' 'Stock' 'Articles' 'Follow'
 'the' 'quotes' 'you' 'care' 'about' 'most' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2101,"['Access' 'timely' 'news' 'and' 'investment' 'updates' 'to' 'stay' 'on'
 'top' 'of' 'the' 'market' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],14
2103,"['More' '»' 'Yahoo' 'UK' '&' 'Ireland' 'Finance' 'Terms' 'Quotes' 'are'
 'real' '-' 'time' 'for' 'NASDAQ' ',' 'NYSE' ',' 'and' 'NYSEAmex' 'when'
 'available' '.']",[0 0 5 6 0 3 0 0 0 0 0 0 0 0 5 0 5 0 0 5 0 0 0],"['O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'B-ORG' 'O' 'O' 'O']",23
2104,['See' 'also' 'delay' 'times' 'for' 'other' 'exchanges' '.'],[0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],8
2105,"['Quotes' 'and' 'other' 'information' 'supplied' 'by' 'independent'
 'providers' 'identified' 'on' 'the' 'Yahoo' '!']",[0 0 0 0 0 0 0 0 0 0 0 5 6],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'],13
2106,['Finance' 'partner' 'page' '.'],[6 0 0 0],['I-ORG' 'O' 'O' 'O'],4
2107,"['Quotes' 'are' 'updated' 'automatically' ',' 'but' 'will' 'be' 'turned'
 'off' 'after' '25' 'minutes' 'of' 'inactivity' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
2108,['Quotes' 'are' 'delayed' 'at' 'least' '15' 'minutes' '.'],[0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],8
2109,"['All' 'information' 'provided' '""' 'as' 'is' '""' 'for' 'informational'
 'purposes' 'only' ',' 'not' 'intended' 'for' 'trading' 'purposes' 'or'
 'advice' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",20
2110,['Neither' 'Yahoo' '!'],[0 5 6],['O' 'B-ORG' 'I-ORG'],3
2111,"['nor' 'any' 'of' 'independent' 'providers' 'is' 'liable' 'for' 'any'
 'informational' 'errors' ',' 'incompleteness' ',' 'or' 'delays' ',' 'or'
 'for' 'any' 'actions' 'taken' 'in' 'reliance' 'on' 'information'
 'contained' 'herein' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
2112,"['By' 'accessing' 'the' 'Yahoo' '!' 'site' ',' 'you' 'agree' 'not' 'to'
 'redistribute' 'the' 'information' 'found' 'therein' '.']",[0 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']",17
2113,['Fundamental' 'company' 'data' 'provided' 'by' 'Capital' 'IQ' '.'],[0 0 0 0 0 5 6 0],['O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O'],8
2114,"['Historical' 'chart' 'data' 'and' 'daily' 'updates' 'provided' 'by'
 'Commodity' 'Systems' ',' 'Inc' '.' '(' 'CSI' ')' '.']",[0 0 0 0 0 0 0 0 5 6 6 6 0 0 5 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'I-ORG' 'O' 'O'
 'B-ORG' 'O' 'O']",17
2115,"['International' 'historical' 'chart' 'data' 'and' 'daily' 'updates'
 'provided' 'by' 'Morningstar' ',' 'Inc' '.']",[0 0 0 0 0 0 0 0 0 5 6 6 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O'],13
2116,['Yahoo' '!' '-' 'News' 'Network'],[5 6 0 5 6],['B-ORG' 'I-ORG' 'O' 'B-ORG' 'I-ORG'],5
2117,"['Tip' ':' 'Use' 'comma' '(' ',' ')' 'to' 'separate' 'multiple' 'quotes'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2118,['Learn' 'more' '...'],[0 0 0],['O' 'O' 'O'],3
